Trade_Date,RUN_TYPE,CURRENCY_FLAG,DELIVERY_DATE,DELIVERY_HOUR,DELIVERY_INTERVAL,SYSTEM_LOAD,SMP,SHADOW_PRICE,EA-SYSTEM_LOAD,EA-SMP,EA-SHADOW_PRICE,SEMO-WIND-FORECAST_MW,Eirgrid-WIND,Eirgrid-WIND-FORECAST,Eirgrid_outages_weekly_perc_available_capacity,Eirgrid_outages_weekly_available_capacity,SEMOgenbids_total_daily_supply,SEMOgenbids_supply-below-40euro,SEMOgenbids_supply-below-50euro,SEMOgenbids_supply-below-60euro,SEMOgenbids_supply-below-70euro,SEMOgenbids_supply-below-80euro, avg_monthly_per_halfhour_EP2_SMP, avg_monthly_per_halfhour_EP2_SMP, localavgsmpD=7
01/01/2009,EP2,EUR,01/01/09,7,1,2836.6,42.36,42.36,0,42.44,0,250.84,379,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,7,2,2857.93,41.02,41.02,0,42.13,0,249.87,401,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,8,1,2878.29,41.02,41.02,0,41.04,0,245.3,417.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,8,2,2858.35,41.02,41.02,0,41.25,0,244.55,424.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,9,1,2784.01,40.66,40.66,0,42.31,0,249.6,416,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,9,2,2783.51,40.66,40.66,0,44.25,0,247.18,425.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,10,1,2909.06,40.66,40.66,0,42.44,0,256.19,402,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,10,2,3074.81,41.42,41.42,0,46.88,0,259.58,411,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,11,1,3288.61,46.88,46.88,0,48.55,0,267.28,395.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,11,2,3490.99,48.92,48.92,0,51.33,0,267.91,380,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,12,1,3699.49,58.51,58.51,0,58.51,0,248.5,357,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,12,2,3906.64,58.51,58.51,0,58.51,0,252.44,359,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,13,1,4109.76,58.51,58.51,0,59.28,0,250.67,329.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,13,2,4259.33,61.82,58.51,0,58.51,0,247.06,317.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,14,1,4318.82,55.49,52.09,0,63.22,0,249.38,317,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,14,2,4299.37,53.06,49.86,0,63.22,0,246.49,330,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,15,1,4265.1,53.06,49.86,0,59.28,0,243.32,344,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,15,2,4230.78,53.06,49.86,0,55.23,0,240.19,338,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,16,1,4227.25,53.06,49.86,0,61.09,0,243.47,341.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,16,2,4257.3,53.06,49.86,0,63.22,0,238.27,351,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,17,1,4425.72,81.38,49.86,0,67.29,0,270.02,341.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,17,2,4734.01,105.12,50.96,0,74.73,0,260.24,335,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,18,1,4920.35,117.81,58.51,0,88.51,0,264.49,327,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,18,2,4962.77,117.81,58.51,0,105.49,0,262.6,314,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,19,1,4882.09,117.81,58.51,0,91.31,0,266.46,312,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,19,2,4812.48,116.28,58.51,0,74.73,0,270.3,313,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,20,1,4753.35,113.08,58.51,0,74.73,0,248.64,321.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,20,2,4668.96,106.59,52.02,0,73.11,0,252.22,321.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,21,1,4590.79,84.95,56.46,0,67.98,0,250.95,318.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,21,2,4467.52,58.51,58.51,0,74.73,0,255.59,352,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,22,1,4409.06,58.51,58.51,0,74.73,0,263.26,347.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,22,2,4281.11,58.51,58.51,0,67,0,262.62,338,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,23,1,4121.96,49.86,49.86,0,55,0,269.5,337.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,23,2,4002.62,49.86,49.86,0,49.86,0,266.49,341.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,24,1,4087.67,58.51,58.51,0,61.59,0,273.54,342.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,01/01/09,24,2,3937.89,50.11,50.1,0,56.46,0,270.26,345.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,1,1,3722.66,58.51,58.51,0,53.54,0,273.61,368,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,1,2,3512.01,51.49,51.49,0,58.51,0,268,367,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,2,1,3366.63,47.22,47.22,0,52.31,0,254.86,373.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,2,2,3222.73,46.88,46.88,0,47.22,0,253.19,389,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,3,1,3091.21,42.44,42.44,0,46.88,0,242.18,378,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,3,2,2972.59,41.04,41.04,0,45.39,0,242.33,358,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,4,1,2889.32,40.96,40.96,0,42.63,0,232.57,351,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,4,2,2861.82,40.96,40.96,0,42.44,0,236.51,375.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,5,1,2825.75,40.96,40.96,0,42.31,0,242.63,389.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,5,2,2782.95,40.66,40.66,0,41.04,0,247.82,402.5,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,6,1,2776.98,40.96,40.96,0,41.06,0,255.17,427,0,0,0,0,0,0,0,0,0,0,,
01/01/2009,EP2,EUR,02/01/09,6,2,2791.66,40.96,40.96,0,41.06,0,259.25,419.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,7,1,2818.02,40.25,40.25,0,42.01,0,212.17,431.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,7,2,2943.4,41.45,41.45,0,43.25,0,218.62,433,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,8,1,3150.08,41.45,41.45,0,44.33,0,227.31,452.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,8,2,3292.23,43.49,43.49,0,45.28,0,234.38,425.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,9,1,3396.32,45.28,45.28,0,45.28,0,251.77,461.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,9,2,3525.99,45.28,45.28,0,45.28,0,258.28,474,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,10,1,3804.32,47.65,45.28,0,50.99,0,288.67,512,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,10,2,4014.81,53.9,51.11,0,50.99,0,301.74,542.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,11,1,4208.73,55.49,51.11,0,50.99,0,310.53,535,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,11,2,4333.71,55.13,51.11,0,68.24,0,320.63,533,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,12,1,4438.16,72.82,68.24,0,68.25,0,306.46,494,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,12,2,4525.25,55.28,51.11,0,68.25,0,319,479,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,13,1,4641.91,55.58,51.11,0,68.25,0,333.42,463.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,13,2,4686.24,72.82,68.24,0,68.25,0,328.66,484.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,14,1,4682.37,63.46,58.89,0,78.75,0,333.44,464,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,14,2,4613.94,55.3,51.11,0,78.75,0,327.28,443,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,15,1,4609.35,55.47,51.11,0,78.75,0,312.09,424,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,15,2,4587.35,55.32,51.11,0,78.75,0,308.38,426,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,16,1,4597.7,55.5,51.11,0,57.75,0,287.31,416.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,16,2,4655.55,60.22,51.11,0,63,0,281.82,400.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,17,1,4825.31,63.93,51.11,0,64.97,0,259.78,413.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,17,2,5237.7,84.44,67.5,0,73.42,0,257.79,456.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,18,1,5555.54,167.43,146.57,0,83.77,0,270.28,485,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,18,2,5678.23,167.61,146.57,0,127.31,0,267.25,488.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,19,1,5582.24,106.16,85.12,0,108.14,0,272.55,442,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,19,2,5464.21,88.54,67.5,0,86.02,0,268.73,405,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,20,1,5377.66,88.54,67.5,0,83.2,0,271.46,411,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,20,2,5259.21,78.9,62.99,0,79.47,0,268.15,360.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,21,1,5081.36,76.61,67.5,0,71.74,0,268.52,344,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,21,2,4952.45,70.87,66.3,0,71.74,0,264.25,317.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,22,1,4845.29,72.07,67.5,0,61.95,0,256.05,305,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,22,2,4674.78,55.63,51.11,0,71.74,0,248.9,259.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,23,1,4493.15,54.81,51.11,0,64.04,0,235.25,262,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,23,2,4371.06,54.36,51.11,0,64.75,0,232.02,256,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,24,1,4418.3,72.07,67.5,0,76.99,0,219.6,242.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,02/01/09,24,2,4279.05,55.22,51.11,0,76.99,0,215.75,221.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,1,1,4074.24,55.66,51.11,0,73.84,0,206.01,201,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,1,2,3853.55,55.13,51.11,0,73.84,0,193.54,185.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,2,1,3695.1,49.62,47.25,0,55.56,0,162.61,169,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,2,2,3531.11,67.5,67.5,0,52.54,0,150.71,144.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,3,1,3395.01,47.25,47.25,0,52.54,0,123.45,129,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,3,2,3265.13,47.25,47.25,0,51.36,0,112.63,123.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,4,1,3181.39,45.28,45.28,0,50.75,0,90.27,108,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,4,2,3119.42,45.28,45.28,0,50.51,0,86.9,94.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,5,1,3075.62,45.28,45.28,0,50.51,0,81.03,89.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,5,2,3026.01,44.33,44.33,0,48.71,0,78.98,89,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,6,1,3005.63,45.28,45.28,0,49.26,0,74.61,69.5,0,0,0,0,0,0,0,0,0,0,,
02/01/2009,EP2,EUR,03/01/09,6,2,2999.46,45.28,45.28,0,49.26,0,74.01,64.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,7,1,3058.09,46.07,46.07,0,42.64,0,58.41,71.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,7,2,3111.48,46.07,46.07,0,42.65,0,56.38,74.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,8,1,3226.87,47.91,47.91,0,43.6,0,51.59,70,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,8,2,3288.19,46.07,46.07,0,43.6,0,49.75,81,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,9,1,3332.76,46.07,46.07,0,44.22,0,45.18,86,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,9,2,3425.24,46.07,46.07,0,47.67,0,43.83,76,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,10,1,3681.76,48.08,48.08,0,48.43,0,40.82,71,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,10,2,3915.07,48.68,47.91,0,53.99,0,41.99,59,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,11,1,4128.57,52.63,51.53,0,62.35,0,42.78,49.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,11,2,4298.27,52.67,51.53,0,58.32,0,43.59,51,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,12,1,4431.04,53.98,52.5,0,62.35,0,43.59,56.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,12,2,4522.94,53.98,52.5,0,62.35,0,44.12,52.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,13,1,4619.62,63.94,62.46,0,62.35,0,43.66,49.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,13,2,4677.79,62.56,61.07,0,62.35,0,43.01,46,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,14,1,4678.84,66.6,65.11,0,58.34,0,43.17,32,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,14,2,4623.13,53.98,52.5,0,58.3,0,41.67,36.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,15,1,4603.05,53.98,52.5,0,57.88,0,44.06,33.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,15,2,4587.28,58.99,57.5,0,55.59,0,44.05,25.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,16,1,4595.96,73.1,71.61,0,61.06,0,44.43,26,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,16,2,4670.18,60.76,59.28,0,58.32,0,41.4,28,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,17,1,4908.11,86.05,84.57,0,62.35,0,37.37,27.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,17,2,5323.91,89.9,86.09,0,62.35,0,33.95,29.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,18,1,5660.29,150.21,146.1,0,87.66,0,30.43,31.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,18,2,5729.17,150.21,146.1,0,115.07,0,28.58,40,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,19,1,5657.64,99.22,95.12,0,149.2,0,25.3,35.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,19,2,5530.68,88.67,84.57,0,87.66,0,26.77,34.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,20,1,5405.43,76.27,73.62,0,62.35,0,27.25,36.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,20,2,5276.63,111.87,108.2,0,62.37,0,29.42,33,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,21,1,5095.99,86.05,84.57,0,62.35,0,30.87,29.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,21,2,4927.7,86.05,84.57,0,67.14,0,33.96,25.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,22,1,4824.96,66.72,65.24,0,62.35,0,36.68,26,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,22,2,4671.68,64.75,63.27,0,54.35,0,37.22,21.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,23,1,4503.38,58.94,57.46,0,53.2,0,37.93,19.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,23,2,4392.88,53.01,51.53,0,49.9,0,38.92,24,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,24,1,4465.72,53.88,52.4,0,48.7,0,40.37,30,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,03/01/09,24,2,4344.67,54.03,52.55,0,48.7,0,42.31,23,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,1,1,4171.47,53.01,51.53,0,48.7,0,45.68,29,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,1,2,3983.18,52.55,51.53,0,59.26,0,45.2,29.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,2,1,3835.67,52.6,51.53,0,53.9,0,44.31,31,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,2,2,3688.51,48.85,48.08,0,47.1,0,43.55,24.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,3,1,3527.93,46.84,46.07,0,53.21,0,43.18,22.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,3,2,3379.38,45.87,45.1,0,46.83,0,43.56,31,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,4,1,3281.75,41.81,41.04,0,45.1,0,44.47,37,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,4,2,3201.59,41.81,41.04,0,42.62,0,46.04,35,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,5,1,3140.74,41.79,41.02,0,41.48,0,47.93,26.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,5,2,3072.73,41.43,40.66,0,41.48,0,49.84,26.5,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,6,1,3035.85,41.79,41.02,0,41.48,0,52.14,29,0,0,0,0,0,0,0,0,0,0,,
03/01/2009,EP2,EUR,04/01/09,6,2,3011,40.52,39.75,0,41.04,0,53.51,30.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,7,1,2916.93,43.33,43.32,0,44.26,0,80.51,36,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,7,2,2941.66,41.12,41.11,0,44.26,0,78.38,30,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,8,1,3002.14,41.34,41.33,0,44.26,0,73.73,25,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,8,2,3020.2,41.34,41.33,0,46.52,0,71.44,39.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,9,1,3012.2,43.33,43.32,0,46.52,0,69.78,22.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,9,2,3062.6,44.26,44.25,0,46.52,0,68.09,28.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,10,1,3242.21,46.03,46.02,0,46.52,0,66.97,35,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,10,2,3456.51,46.19,46.18,0,51.27,0,71.66,33.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,11,1,3693.52,46.51,46.51,0,55.17,0,74.46,32,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,11,2,3878.85,65.98,65.97,0,55.34,0,82.11,31.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,12,1,4065.18,84.43,84.42,0,55.49,0,88.59,32.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,12,2,4221.43,46.69,46.68,0,55.35,0,95.74,32,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,13,1,4469.67,53.86,53.07,0,55.35,0,103.94,24.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,13,2,4607.73,67.09,65.97,0,62.7,0,95.64,30,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,14,1,4669.97,58.53,57.41,0,62.7,0,87.89,21.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,14,2,4598.49,54.19,53.07,0,62.7,0,80.58,17.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,15,1,4508.78,47.44,46.68,0,56.31,0,72.87,13.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,15,2,4442.65,49.15,48.39,0,56.31,0,67.05,9.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,16,1,4409.2,67.09,65.97,0,56.31,0,58.15,10.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,16,2,4435.07,58.07,56.95,0,56.31,0,51.61,14,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,17,1,4613.2,58.99,57.87,0,56.7,0,46.37,13,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,17,2,5032.29,67.09,65.97,0,73.39,0,42.21,13.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,18,1,5330.79,148.17,145.4,0,77.91,0,36.32,16,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,18,2,5433.17,148.37,145.4,0,87.63,0,34.52,18,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,19,1,5405.14,87.4,84.42,0,95.9,0,32.27,18,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,19,2,5313.56,67.92,65.97,0,87.63,0,32.02,19.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,20,1,5207.26,67.09,65.97,0,77.91,0,31.76,18,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,20,2,5141.25,67.09,65.97,0,77.67,0,32.74,19,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,21,1,5032.92,59.42,58.3,0,73.9,0,33.7,20,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,21,2,4923.71,64.6,63.48,0,73.1,0,34.83,24.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,22,1,4823.53,61.46,60.34,0,75.11,0,35.94,21.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,22,2,4676.02,67.09,65.97,0,63.81,0,34.52,25.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,23,1,4486.24,56.28,55.15,0,63.81,0,33.08,26,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,23,2,4327.95,53.33,52.21,0,63.81,0,33.71,30,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,24,1,4343.52,53.33,52.21,0,55.34,0,34.31,29,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,04/01/09,24,2,4171.68,47.27,46.51,0,55.49,0,38.41,24.5,0,0,0,0,0,0,0,0,0,0,,
04/01/2009,EP2,EUR,05/01/09,1,1,3994.76,47.27,46.51,0,55.17,0,42.49,28.5,0,0,0,0,0,0,0,0,0,0,,
