Trade_Date,RUN_TYPE,CURRENCY_FLAG,DELIVERY_DATE,DELIVERY_HOUR,DELIVERY_INTERVAL,SYSTEM_LOAD,SMP,SHADOW_PRICE,EA-SYSTEM_LOAD,EA-SMP,EA-SHADOW_PRICE,SEMO-WIND-FORECAST_MW,Eirgrid-WIND,Eirgrid-WIND-FORECAST,Eirgrid_outages_weekly_perc_available_capacity,Eirgrid_outages_weekly_available_capacity,SEMOgenbids_total_daily_supply,SEMOgenbids_supply-below-40euro,SEMOgenbids_supply-below-50euro,SEMOgenbids_supply-below-60euro,SEMOgenbids_supply-below-70euro,SEMOgenbids_supply-below-80euro, avg_monthly_per_halfhour_EP2_SMP, localavgsmpD=7
01/01/2011,EP2,EUR,01/01/11,12,1,3698.48,51.13,51.13,4026.58,51.74,51.74,99.65,114.5,100,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,50.5687096774,93.9428571429
01/01/2011,EP2,EUR,01/01/11,12,2,3876.3,52.27,52.27,4168.88,51.66,51.66,99.05,113,100,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,52.8329032258,106.58
01/01/2011,EP2,EUR,01/01/11,13,1,4057.6,51.66,51.66,4337.1,53.46,53.46,107.72,130.5,100.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,55.2177419355,99.1485714286
01/01/2011,EP2,EUR,01/01/11,13,2,4189.1,53.37,53.37,4438.86,53.46,53.46,107.39,114,103.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,57.6838709677,125.412857143
01/01/2011,EP2,EUR,01/01/11,14,1,4226.32,53.37,53.37,4503.3,54.9,54.9,111.54,119.5,106.63,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,52.8503225806,103.022857143
01/01/2011,EP2,EUR,01/01/11,14,2,4202.92,53.37,53.37,4486.14,54.9,54.9,113.23,117.5,109.13,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,49.9280645161,83.4185714286
01/01/2011,EP2,EUR,01/01/11,15,1,4168.08,53.37,53.37,4436.32,53.46,53.46,114.86,107,111.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,48.6806451613,83.37
01/01/2011,EP2,EUR,01/01/11,15,2,4151.44,53.37,53.37,4413.39,53.46,53.46,117.69,125,114.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,48.7974193548,80.2885714286
01/01/2011,EP2,EUR,01/01/11,16,1,4163.11,53.37,53.37,4382.49,51.66,51.66,125.2,109,117.63,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,48.3925806452,78.0528571429
01/01/2011,EP2,EUR,01/01/11,16,2,4193.59,53.37,53.37,4429.06,53.46,53.46,128.27,105,120.13,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,47.5935483871,77.9385714286
01/01/2011,EP2,EUR,01/01/11,17,1,4366.49,58.44,53.37,4598.9,53.46,53.46,129.08,101.5,122.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,52.3883870968,88.0957142857
01/01/2011,EP2,EUR,01/01/11,17,2,4705.3,72.57,55.65,4917.69,67,53.37,130.77,101,125.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,65.5467741935,114.594285714
01/01/2011,EP2,EUR,01/01/11,18,1,4960.34,89.12,61.31,5314.08,76.91,54.62,121.94,106.5,128.63,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,98.0496774194,176.694285714
01/01/2011,EP2,EUR,01/01/11,18,2,5001.05,325.39,54.62,5453.98,81.93,54.9,124.77,99.5,131.13,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,187.293225806,241.978571429
01/01/2011,EP2,EUR,01/01/11,19,1,4933.66,79.42,54.62,5473.32,418.34,54.62,118.12,104.5,133,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,127.45,203.267142857
01/01/2011,EP2,EUR,01/01/11,19,2,4832.06,75.26,54.62,5377.31,79.51,54.62,119.21,90,133,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,75.4261290323,123.832857143
01/01/2011,EP2,EUR,01/01/11,20,1,4744.13,77.94,54.62,5282.53,76.07,54.62,118.51,80.5,132.38,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,76.7048387097,104.608571429
01/01/2011,EP2,EUR,01/01/11,20,2,4672.62,81.18,55.65,5181.8,70.31,54.62,118.6,76.5,129.88,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,61.63,90.2128571429
01/01/2011,EP2,EUR,01/01/11,21,1,4610.13,78.19,54.62,5037.66,67.01,53.38,115.97,72,127.25,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,57.6770967742,83.0314285714
01/01/2011,EP2,EUR,01/01/11,21,2,4488.37,70.84,54.62,4871.46,53.46,53.46,115.34,91,124.25,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,53.9516129032,80.9028571429
01/01/2011,EP2,EUR,01/01/11,22,1,4417.92,67.78,54.62,4765.74,53.46,53.46,111.17,88,122,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,51.9390322581,78.18
01/01/2011,EP2,EUR,01/01/11,22,2,4314.38,61.96,51.66,4684.81,54.9,54.9,110.5,101,122,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,48.2364516129,74.7957142857
01/01/2011,EP2,EUR,01/01/11,23,1,4210.6,61.96,51.66,4555.45,54.9,54.9,101.81,117.5,121.38,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,41.6825806452,65.5657142857
01/01/2011,EP2,EUR,01/01/11,23,2,4130.63,61.96,51.66,4409.76,53.46,53.46,101.1,117.5,118.88,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,39.7106451613,55.9771428571
01/01/2011,EP2,EUR,01/01/11,24,1,4203.2,61.96,51.66,4406.92,54.9,54.9,93.93,124,146.5,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,45.9267741935,62.5957142857
01/01/2011,EP2,EUR,01/01/11,24,2,4097.52,61.96,51.66,4428.72,54.9,54.9,94.06,111.5,132.5,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,41.6258064516,58.01
01/01/2011,EP2,EUR,02/01/11,1,1,3941.1,65.75,54.62,4284.32,51.66,51.66,87.65,105.5,120.63,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,38.9790322581,56.6457142857
01/01/2011,EP2,EUR,02/01/11,1,2,3768.05,62.09,51.66,4101.62,51.66,51.66,87.89,102,115.13,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,37.0325806452,53.1657142857
01/01/2011,EP2,EUR,02/01/11,2,1,3620.71,62.09,51.66,3926.63,51.17,51.17,84.11,92,111.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,46.9267741935,52.0357142857
01/01/2011,EP2,EUR,02/01/11,2,2,3495.09,61.6,51.17,3760.87,51.17,51.17,84.39,84.5,114.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,35.8212903226,51.4042857143
01/01/2011,EP2,EUR,02/01/11,3,1,3385.63,61.6,51.17,3603.74,51.13,51.13,81.35,79.5,117.63,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,35.1835483871,50.0971428571
01/01/2011,EP2,EUR,02/01/11,3,2,3274.02,61.6,51.17,3474.62,51.13,51.13,81.83,69,120.13,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.6487096774,49.7085714286
01/01/2011,EP2,EUR,02/01/11,4,1,3188.05,61.56,51.13,3357.35,49.48,49.48,80.35,65.5,122.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.1874193548,49.3671428571
01/01/2011,EP2,EUR,02/01/11,4,2,3129.89,61.56,51.13,3275.94,49.48,49.48,80.33,59.5,125.75,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.1983870968,48.9442857143
01/01/2011,EP2,EUR,02/01/11,5,1,3086.01,61.56,51.13,3213.15,49.48,49.48,79.25,50,128,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.0919354839,48.1514285714
01/01/2011,EP2,EUR,02/01/11,5,2,3039.41,61.56,51.13,3158,47.45,47.45,80.27,59,128,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,33.9258064516,47.8914285714
01/01/2011,EP2,EUR,02/01/11,6,1,3016.49,61.39,50.96,3124.41,47.45,47.45,80.61,53.5,127.25,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.6,48.1228571429
01/01/2011,EP2,EUR,02/01/11,6,2,2999.3,60.47,50.04,3099.46,47.45,47.45,81.63,61.5,124.25,91.43,6261,17832.75,4027.99,6550.2,11915.2,12435.7,13671.71,34.7035483871,48.5314285714
02/01/2011,EP2,EUR,02/01/11,7,1,3020.19,50.05,50.04,3106.65,45.85,45.85,54.04,60,121.38,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.1583870968,53.72
02/01/2011,EP2,EUR,02/01/11,7,2,3049.29,51.06,51.05,3104.45,45.85,45.85,54.43,68,118.88,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.2693548387,54.4557142857
02/01/2011,EP2,EUR,02/01/11,8,1,3106.63,51.06,51.05,3123.58,46.29,46.29,54.56,59.5,115.63,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,37.19,55.0814285714
02/01/2011,EP2,EUR,02/01/11,8,2,3122.56,49.82,49.81,3162.82,48.36,48.36,55.29,53,110.13,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,38.7664516129,78.07
02/01/2011,EP2,EUR,02/01/11,9,1,3120.48,51.14,51.13,3124.36,46.29,46.29,55.6,51,105.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,41.5619354839,63.05
02/01/2011,EP2,EUR,02/01/11,9,2,3187.83,53.22,53.21,3088.69,45.85,45.85,55.23,52,102.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,40.1951612903,57.64
02/01/2011,EP2,EUR,02/01/11,10,1,3344.38,53.4,53.39,3212.81,48.36,48.36,54.31,52,98.63,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,43.7661290323,71.36
02/01/2011,EP2,EUR,02/01/11,10,2,3562.4,54.36,53.39,3445.76,49.48,49.48,53.39,51,93.13,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,47.7216129032,73.5442857143
02/01/2011,EP2,EUR,02/01/11,11,1,3804.68,55.37,53.39,3698.33,51.13,51.13,52.25,44.5,87.63,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.0125806452,72.5071428571
02/01/2011,EP2,EUR,02/01/11,11,2,3991.56,55.37,53.39,3932.7,51.13,51.13,50.09,44.5,82.13,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.5674193548,75.9228571429
02/01/2011,EP2,EUR,02/01/11,12,1,4189,55.37,53.39,4120.17,53.46,53.46,47.58,39.5,77.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,50.5687096774,84.1442857143
02/01/2011,EP2,EUR,02/01/11,12,2,4341.98,61.9,59.92,4278.31,103.63,103.63,47.11,38,74.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.8329032258,96.7814285714
02/01/2011,EP2,EUR,02/01/11,13,1,4521.01,55.44,53.46,4434.06,58.22,53.39,46.44,44,71.38,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,55.2177419355,89.35
02/01/2011,EP2,EUR,02/01/11,13,2,4665.32,55.37,53.39,4580.47,61.03,53.39,44.72,45.5,68.88,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,57.6838709677,103.675714286
02/01/2011,EP2,EUR,02/01/11,14,1,4729,55.37,53.39,4643.58,62.36,53.39,42.93,46,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.8503225806,93.2242857143
02/01/2011,EP2,EUR,02/01/11,14,2,4692.4,55.37,53.39,4635.7,62.13,53.39,41.85,48.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.9280645161,73.5957142857
02/01/2011,EP2,EUR,02/01/11,15,1,4633.03,55.37,53.39,4573.23,60.92,53.39,40.65,42.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.6806451613,73.4928571429
02/01/2011,EP2,EUR,02/01/11,15,2,4583.45,55.37,53.39,4488.7,59.11,53.39,40.18,42.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.7974193548,70.4114285714
02/01/2011,EP2,EUR,02/01/11,16,1,4580.19,55.37,53.39,4494.91,58.61,53.39,39.92,41.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.3925806452,68.3242857143
02/01/2011,EP2,EUR,02/01/11,16,2,4627.37,55.37,53.39,4572.39,60.55,53.39,39.95,46.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,47.5935483871,68.21
02/01/2011,EP2,EUR,02/01/11,17,1,4819.6,55.37,53.39,4706.34,63.04,53.46,39.94,56.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.3883870968,78.2771428571
02/01/2011,EP2,EUR,02/01/11,17,2,5162.7,74.14,54.65,5022.37,63.04,53.46,40.26,53.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,65.5467741935,106.038571429
02/01/2011,EP2,EUR,02/01/11,18,1,5397.07,191.37,152.61,5366.29,163.42,153.8,40.68,52,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,98.0496774194,152.855714286
02/01/2011,EP2,EUR,02/01/11,18,2,5457.42,160.74,103.63,5547.65,139.9,103.63,42.08,54.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,187.293225806,220.957142857
02/01/2011,EP2,EUR,02/01/11,19,1,5390.11,160.74,103.63,5560.1,138.23,103.63,43.18,45.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,127.45,161.114285714
02/01/2011,EP2,EUR,02/01/11,19,2,5286.12,160.74,103.63,5498.49,113.25,103.63,44.34,43.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,75.4261290323,112.282857143
02/01/2011,EP2,EUR,02/01/11,20,1,5153.09,121.52,86.01,5413.97,113.25,103.63,45.33,41.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,76.7048387097,99.5385714286
02/01/2011,EP2,EUR,02/01/11,20,2,5054.01,105.61,103.63,5322.33,113.25,103.63,46.85,40.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,61.63,86.6557142857
02/01/2011,EP2,EUR,02/01/11,21,1,4938.75,55.43,53.46,5205.96,63.04,53.46,48.6,43.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,57.6770967742,78.8242857143
02/01/2011,EP2,EUR,02/01/11,21,2,4816.52,55.43,53.46,5066.13,63.04,53.46,48.95,44.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,53.9516129032,75.2428571429
02/01/2011,EP2,EUR,02/01/11,22,1,4711.96,55.43,53.46,4985.99,63.04,53.46,49.94,41,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,51.9390322581,72.4428571429
02/01/2011,EP2,EUR,02/01/11,22,2,4576.93,55.43,53.46,4854.88,63.04,53.46,49.63,46.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.2364516129,69.0571428571
02/01/2011,EP2,EUR,02/01/11,23,1,4430.41,55.43,53.46,4668.31,63.04,53.46,49.59,48.5,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,41.6825806452,63.4185714286
02/01/2011,EP2,EUR,02/01/11,23,2,4345.55,55.43,53.46,4493.16,59.68,53.39,48.33,52,67,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,39.7106451613,57.5571428571
02/01/2011,EP2,EUR,02/01/11,24,1,4427.61,155.77,153.8,4423.77,58.31,53.39,47.39,46.5,66.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,45.9267741935,61.7585714286
02/01/2011,EP2,EUR,02/01/11,24,2,4315.01,55.43,53.46,4405.99,58.22,53.39,47.01,40,63.25,91.43,6261,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,41.6258064516,60.6157142857
02/01/2011,EP2,EUR,03/01/11,1,1,4132.23,55.36,53.39,4309.59,103.63,103.63,46.79,42.5,61,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,38.9790322581,59.2485714286
02/01/2011,EP2,EUR,03/01/11,1,2,3936.29,55.25,53.28,4125.69,53.46,53.46,46.95,43.5,61,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,37.0325806452,56.0714285714
02/01/2011,EP2,EUR,03/01/11,2,1,3798.64,52.89,51.56,3932.51,51.55,51.55,48.46,46.5,61.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,46.9267741935,55.02
02/01/2011,EP2,EUR,03/01/11,2,2,3652.07,52.8,51.55,3791.63,51.13,51.13,49.42,49.5,64.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,35.8212903226,54.0785714286
02/01/2011,EP2,EUR,03/01/11,3,1,3508.12,52.38,51.13,3635.33,51.05,51.05,52,44.5,67.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,35.1835483871,51.8028571429
02/01/2011,EP2,EUR,03/01/11,3,2,3379.46,52.38,51.13,3498.56,51.05,51.05,55.55,39.5,70.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.6487096774,51.0071428571
02/01/2011,EP2,EUR,03/01/11,4,1,3288.92,52.31,51.05,3393.02,49.81,49.81,61.59,38.5,72.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.1874193548,50.7042857143
02/01/2011,EP2,EUR,03/01/11,4,2,3235.11,52.31,51.05,3286.84,48.36,48.36,65.31,49,75.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.1983870968,50.2814285714
02/01/2011,EP2,EUR,03/01/11,5,1,3190.87,52.3,51.05,3252.71,48.36,48.36,72.41,47,78.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.0919354839,49.83
02/01/2011,EP2,EUR,03/01/11,5,2,3136.44,52.3,51.05,3174.73,48.36,48.36,75.38,42.5,81.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,33.9258064516,49.57
02/01/2011,EP2,EUR,03/01/11,6,1,3119.31,52.3,51.05,3116.34,45.85,45.85,82.54,49,83,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.6,49.8014285714
02/01/2011,EP2,EUR,03/01/11,6,2,3104.52,52.3,51.05,3108.95,45.85,45.85,85.74,49.5,83,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.7035483871,49.6685714286
03/01/2011,EP2,EUR,03/01/11,7,1,3155.88,51.75,48.36,3181.06,46.29,46.29,53.79,52,84.5,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.1583870968,50.6928571429
03/01/2011,EP2,EUR,03/01/11,7,2,3211.11,51.75,48.36,3302.89,48.36,48.36,54.18,51.5,90.5,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,34.2693548387,52.5957142857
03/01/2011,EP2,EUR,03/01/11,8,1,3298.86,51.75,48.36,3449.17,50.04,50.04,54.98,55.5,95.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,37.19,53.6171428571
03/01/2011,EP2,EUR,03/01/11,8,2,3346.19,51.75,48.36,3564.36,51.05,51.05,55.71,63,98.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,38.7664516129,69.7428571429
03/01/2011,EP2,EUR,03/01/11,9,1,3362.23,52.53,49.14,3583.06,51.05,51.05,57.43,68,102.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,41.5619354839,54.8842857143
03/01/2011,EP2,EUR,03/01/11,9,2,3412.87,53.2,49.81,3579.8,51.05,51.05,57.06,70.5,110.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,40.1951612903,55.5285714286
03/01/2011,EP2,EUR,03/01/11,10,1,3630.97,54.52,51.13,3750.27,51.13,51.13,57.79,73.5,119,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,43.7661290323,57.52
03/01/2011,EP2,EUR,03/01/11,10,2,3847.27,54.52,51.13,3923.36,51.13,51.13,56.87,78,127,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,47.7216129032,63.62
03/01/2011,EP2,EUR,03/01/11,11,1,4073.66,54.92,51.52,4122.83,52.73,52.73,57.47,86,135.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.0125806452,62.5828571429
03/01/2011,EP2,EUR,03/01/11,11,2,4243.01,54.97,51.58,4341.43,53.46,53.46,55.32,91,143.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.5674193548,62.2342857143
03/01/2011,EP2,EUR,03/01/11,12,1,4395.53,54.97,51.58,4510.51,55.44,53.28,55.21,105,152.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,50.5687096774,69.99
03/01/2011,EP2,EUR,03/01/11,12,2,4505,57.08,53.39,4689.86,56.82,53.39,54.73,118.5,163.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.8329032258,85.69
03/01/2011,EP2,EUR,03/01/11,13,1,4629.79,57.08,53.39,4849.86,57.75,53.46,60.08,126,174.88,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,55.2177419355,78.0928571429
03/01/2011,EP2,EUR,03/01/11,13,2,4696.76,57.21,53.46,4991.4,57.75,53.46,58.36,129,186.38,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,57.6838709677,90.3671428571
03/01/2011,EP2,EUR,03/01/11,14,1,4706.83,57.18,53.46,5039.23,57.75,53.46,65.57,146,197,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.8503225806,82.2842857143
03/01/2011,EP2,EUR,03/01/11,14,2,4638.48,57.08,53.39,5004.28,57.08,53.39,64.5,137,205,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,49.9280645161,64.7785714286
03/01/2011,EP2,EUR,03/01/11,15,1,4591.4,57.08,53.39,4967.06,56.64,53.39,73.01,136.5,213.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.6806451613,64.6757142857
03/01/2011,EP2,EUR,03/01/11,15,2,4552,57.08,53.39,4890.16,55.88,53.39,72.54,176.5,221.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.7974193548,61.7571428571
03/01/2011,EP2,EUR,03/01/11,16,1,4555.01,57.08,53.39,4857.5,55.44,53.28,81.37,206,230.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,48.3925806452,60.8671428571
03/01/2011,EP2,EUR,03/01/11,16,2,4590.47,57.08,53.39,4876.64,55.55,53.39,81.4,216,241.75,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,47.5935483871,59.8685714286
03/01/2011,EP2,EUR,03/01/11,17,1,4800.64,57.08,53.39,5020.55,56.73,53.39,89.91,233,252.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,52.3883870968,69.9357142857
03/01/2011,EP2,EUR,03/01/11,17,2,5265.57,57.08,53.39,5342.01,57.65,53.39,90.22,246.5,260.63,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,65.5467741935,103.232857143
03/01/2011,EP2,EUR,03/01/11,18,1,5675.34,159.01,153.87,5726.95,208.41,204.11,99.03,280.5,269.13,93.09,6375,17766.22,4026.46,6988.67,12078.67,12209.17,13325.18,98.0496774194,161.891428571
